index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
L. K. DEWANGAN,0.67751056,0.28930745,0.08167609,-0.45572436,0.51964384,-0.43988502,0.2998955,-0.13272832,-0.049299963,-0.24581769,-0.47942078,-0.029782474,-0.50370544,0.025330715,0.049078897,0.48379326,-0.48347843,-0.0629332,-0.1936915,-0.016979583,0.5162072,0.62334263,-0.42806515,-0.53771436,0.010858428,-0.5488651,0.16766325,0.07810775,0.09014577,0.32550952,0.14969142,-0.51150817,-0.14513725,0.06328259,0.4097435,-0.31214038,-0.37109217,-0.3772708,0.13321495,-0.14107496,-0.56286496,0.38500047,0.2864123,0.3049837,-0.28303164,-0.75888896,0.08423007,-0.19502398,0.6672013,0.1182528,-0.19394705,-0.83798766,-0.4715418,0.06870282,-0.6517065,-0.7225949,0.15890214,-0.56298006,-0.7823117,0.55222577,0.26261795,-0.07993947,0.38698363,0.3456716,0.6455462,-0.42477772,0.6443357,-0.40698373,-0.51837415,0.30772763,-0.21152855,0.13086681,0.27621782,-0.65598744,0.06717876,0.023848224,0.08902923,0.72943616,0.6792732,0.14293715,0.3343838,0.3195299,0.5244273,-0.12162237,0.10971387,1.0459783,0.15264013,-0.5451711,-0.2993795,0.15883628,0.09994633,-0.19843078,-0.21789809,-0.34205243,0.11186832,0.048929524,-0.30698195,0.018055724,-0.14110394,0.3236196,-0.7412021,0.4235455,0.30297524,0.36812326,0.14925593,-0.29991516,-0.18702245,0.3261263,0.10660781,-0.091397874,0.26115963,-0.5772847,0.6657494,0.026492978,0.6006695,0.15615033,0.13717605,0.0511963,0.22209759,-0.24016698,0.12990806,0.17770623,0.07123864,0.009226447,0.3241933,-0.5334874,0.20329885,-0.17617811
L. LEVIN,0.39392442,-0.28034735,-0.5035132,0.18110017,0.47404423,0.30684468,0.26318184,-0.69896585,0.29123947,-0.35354343,-0.30332065,-0.46901688,-0.42242005,-0.33896258,0.0020088595,0.6968933,-0.49999526,0.52384716,-0.19246908,-0.08668498,0.9858167,0.3929833,-1.0146594,-0.14994101,-0.478041,0.046174962,-0.6478632,0.24148628,0.22551313,0.26724216,-0.044283524,-0.44317168,-0.36487356,-0.41357002,0.66180444,-0.06023845,0.46898857,-0.12451877,0.6957321,-0.15146431,0.29954264,0.05750583,-0.20541964,0.47994238,0.4387418,-0.07022458,-0.34190598,0.4911164,-0.18058908,0.0034503562,-0.23695679,0.0073827277,-0.27128243,0.59974945,-0.27373004,-0.55406517,0.21003902,0.056502536,-0.15556352,0.9526321,-0.0394245,-0.007388241,4.2514384e-05,0.16241716,0.33087227,-0.10004863,0.44337085,0.111909784,-0.4999634,-0.60159636,-0.6921375,0.18044572,-0.025355529,-0.09063187,0.24720904,-0.06685964,-0.29941562,0.2184283,-0.0480122,0.33020374,-0.04146118,0.23321716,0.08070323,0.10911785,0.17433158,0.046626918,0.29251048,-0.3138794,-0.1024363,0.33676764,-0.25953838,-0.22099341,-0.080214694,0.06281631,0.3999306,-0.09900209,-0.5486811,-0.18093789,-0.43366918,-0.1288303,0.1681328,0.19734548,0.13292986,0.090126455,0.42147213,0.37274507,-0.25734654,0.03996872,-0.05918474,-0.4171479,0.08126004,-0.67773175,0.22856647,-0.016583798,-0.38681224,-0.15104657,-0.28844416,-0.11677351,0.8892951,-0.24878322,-0.08999439,-0.31841654,-0.05175903,-0.08651867,-0.11428037,0.25004774,-0.3150874,0.14369619
L. N. DA COSTA,-0.1469895,-0.06545716,0.3604582,-0.04274775,0.50757676,0.004449661,-0.09215749,0.32937312,0.18448985,-0.13674876,-0.47075412,-0.16943,-0.27606604,0.18913235,0.17120172,0.6527991,-0.4111433,-0.424159,-0.3077805,0.08562096,0.6066898,0.43057704,-0.50508314,-0.35225427,-0.32883388,-0.028788865,-0.2994787,0.25119182,0.2711502,-0.2581154,0.14526688,-0.16830282,0.6334817,0.057897855,0.6011082,0.03971679,0.008278742,-0.4734739,0.06509785,-0.47725645,-0.13465607,0.33530307,0.44956636,0.10297362,0.80965364,-0.12320069,0.1608811,-0.44189095,0.16915956,-0.026896385,-0.1747984,0.17434873,0.15284052,0.2337323,-0.33136034,-0.53206867,0.30372044,-0.31665856,0.16705133,0.28325713,-0.08083358,-0.04579796,0.08531716,0.1572676,0.37860888,-0.14230272,0.13279551,0.04480213,-0.11171606,-0.13702235,-0.009306154,0.030645553,-0.034737743,-0.7333369,0.4254381,-0.120166786,-0.13662513,0.16366164,-0.05390439,-0.30226767,-0.4526463,0.07933071,0.27691588,0.27761582,-0.3099582,0.08188331,0.4278917,-0.082856975,0.09959892,0.075505905,-0.23008242,-0.48163396,-0.21573345,0.02583903,0.19554912,0.049843367,-0.20319296,-0.01324218,-0.40067676,0.10781798,0.07690853,0.060022134,-0.033466138,0.21340956,0.30964652,0.14160873,-0.42255324,0.5284294,-0.31805223,-0.012773501,-0.21557426,-0.073661245,-0.03443069,0.116403006,0.71023464,0.08674787,0.05328218,-0.11023913,-0.023172444,0.28844672,-0.0059683584,-0.3720671,0.2778169,0.051928736,-0.23726064,-0.13890639,0.31607807,0.047436368
L. PONNATH,0.50119334,0.03325478,0.11969024,-0.28550547,0.19186772,-0.06890123,0.17930947,-0.4015926,0.4100496,0.039302707,0.13026024,-0.2318159,-0.22436485,0.123183295,-0.12245111,0.49925038,0.08732593,-0.089682184,-0.48912138,-0.15523167,0.6238233,0.31969056,-0.4597329,-0.42109832,0.2973588,-0.38824895,-0.21143773,0.26210576,0.19721965,0.26618427,-0.33811826,-0.046814416,0.0803483,0.27064535,0.050504636,0.091228195,-0.19907929,-0.31387553,0.13147534,0.14061405,0.03275435,-0.08201314,0.09971682,0.16952737,0.029380498,-0.28271842,-0.13849105,-0.051564693,-0.105836734,-0.040185835,0.080662206,-0.28703856,0.24563542,-0.21553773,0.13530524,-0.35385227,0.63379264,-0.07896362,-0.31862172,0.35736942,-0.40806377,-0.22793303,0.24532616,-0.2350374,0.24721985,0.1993974,0.3078273,-0.63791114,-0.48217142,-0.5960236,-0.24508663,0.20055851,-0.28618205,-0.3490134,0.25872952,-0.15349185,0.4327611,-0.23480254,-0.35492215,-0.3175657,-0.27647063,-0.06027419,-0.47976485,0.50663114,-0.14231403,0.64255345,0.04157869,-0.525339,-0.014174811,0.1561857,-0.30842128,-0.0054984237,-0.27867278,0.121287875,0.28894082,-0.14140975,0.3557764,-0.4150399,-0.2572842,0.05836458,-0.25536212,0.60899603,0.047051985,0.3048379,-0.0074089766,0.05276111,-0.10396037,-0.03446013,-0.2031946,-0.22013266,0.06032847,-0.32855284,-0.09223118,-0.16371047,0.24264061,0.18690555,-0.18138368,0.0066502797,0.17915066,-0.21815598,-0.18795036,-0.35360914,0.041189738,0.36069375,0.22819914,0.26752135,-0.15369914,-0.260745
L. ROSE,0.53537035,0.011602518,0.12024003,-0.2757499,0.1448457,-0.11011163,0.14755768,-0.3746998,0.42459586,0.029781679,0.12944315,-0.23638587,-0.2790582,0.11230769,-0.08260691,0.5076636,0.14383247,-0.091746226,-0.48011848,-0.1356289,0.65061057,0.317701,-0.509658,-0.39437646,0.24192816,-0.36049163,-0.20045297,0.24554376,0.21137749,0.22531205,-0.331632,-0.053134084,0.040859167,0.26184508,0.06894896,0.1372461,-0.17509149,-0.27095303,0.070653714,0.14475895,0.049722277,-0.03774235,0.015098506,0.1711251,0.05963743,-0.27423233,-0.07756771,-0.025897961,-0.103756286,-0.038568612,0.113406904,-0.26888838,0.25088575,-0.27586553,0.12223038,-0.30007553,0.58589995,-0.07526462,-0.32598543,0.338032,-0.3596374,-0.24843283,0.27749214,-0.23420085,0.26590636,0.19832295,0.3530183,-0.6665162,-0.53621244,-0.62875396,-0.25784242,0.25038928,-0.3315091,-0.40404686,0.28551412,-0.14391835,0.4646734,-0.20345706,-0.36122754,-0.31605348,-0.22575672,-0.053916883,-0.36930752,0.50764567,-0.12611738,0.61204934,0.06594635,-0.5056389,-0.04730642,0.18993299,-0.3422863,-0.036934637,-0.304908,0.14509088,0.34668633,-0.116412476,0.3363966,-0.38271338,-0.25568455,0.12011901,-0.25318128,0.62189007,0.053990606,0.31517622,-0.042881005,0.080851704,-0.091615856,-0.040698633,-0.19131061,-0.25445536,0.14890148,-0.36578664,-0.0944596,-0.15721072,0.22663492,0.21895812,-0.18799345,0.043419495,0.16641542,-0.23328537,-0.19480331,-0.36997142,0.07267468,0.34723538,0.22958499,0.27584246,-0.14134282,-0.24165927
L. YIN,0.19028836,0.7719829,-0.51977605,-0.565233,0.39328602,-0.18106225,0.052307956,-0.044992235,0.5463883,0.16329005,-0.053816427,0.24567467,-0.7009462,-0.74428546,-0.48093528,0.45426667,-0.8621716,-0.17438488,-0.48309675,-0.013870493,1.2655436,-0.11914891,-0.5486778,-0.49349356,-0.073858984,-0.2880604,-0.14224678,0.34536955,-0.049868662,-0.39913452,0.48887855,0.0047916016,-0.6224989,0.49798477,0.08622003,0.44855234,-0.4081068,-0.19049542,-0.1888994,-0.1291547,-0.60921246,-0.2606632,0.01967768,0.50906116,0.38788,-0.499619,0.29346132,0.39374024,-0.2772785,-0.34009662,0.56022656,0.027725019,-0.6949691,0.74381715,-0.7505053,-0.6402836,0.7251028,0.09283089,0.049435735,0.083755404,-0.32838622,-0.06586597,-0.16280043,0.15819056,1.1462657,-0.0030224524,0.5267028,-0.48846814,0.122681715,-0.5295992,-0.7167371,-0.12967274,0.24248305,-0.16740769,-0.12677547,-0.24865007,-0.24727264,-0.08512187,-0.1259382,0.28774333,0.28900215,0.477087,-0.1495754,0.8118792,-0.37597317,0.61636037,0.89958966,-0.5184094,0.4878687,-0.2887755,-0.6359232,-0.20773369,-0.40841547,0.38686198,0.10874959,0.085682265,-0.359651,0.08852963,0.064313665,0.11315342,0.24240518,-0.28930947,0.33231166,0.12662901,-0.31703472,0.52772427,-0.48570302,0.5227409,-0.03515674,-0.17799981,0.20126809,-0.59675074,-0.28283677,-0.14524816,0.8237906,-0.2449452,0.20098504,-0.15718271,0.07727598,-0.3257037,0.15641858,-0.097005814,-0.37605566,0.55817384,-0.021196894,0.5621708,0.41293132,0.012189357
LACHLAN MARNOCH,0.59230095,0.0768864,0.35804415,-0.22644657,0.08931583,-0.0004875344,0.10157695,-0.45295253,0.25907436,0.085576914,-0.39797494,0.27754232,-0.34868735,-0.2861902,-0.22423822,0.79567134,0.03088913,0.18005708,-0.022097621,0.7474489,1.2413564,0.5999968,-0.3614493,-0.16966335,-0.68766874,0.09160452,0.04487941,0.4819093,0.24103613,0.058830816,0.17442346,0.06268865,0.4264544,-0.31382087,0.34033614,0.42784017,-0.6265811,-0.09821333,-0.038910203,0.034378275,-0.12112244,0.1356605,0.06929998,-0.17590226,0.40028998,-0.19220833,0.35303095,0.15267603,0.3494303,-0.3639396,-0.050509434,-0.3740048,0.12402122,-0.1775517,-0.2011569,-0.5167032,0.44930074,-0.30171287,-0.25170594,0.67467004,-0.17025945,-0.05976452,-0.063049614,0.28624228,0.7270076,0.10322152,-0.026153142,-0.65497655,-0.28989875,-0.3287652,-0.28106678,0.25977752,0.080744006,-0.22813839,-0.38720563,0.05023245,-0.23834686,-0.0029359262,0.30671206,0.24416275,0.15553479,0.55223745,-0.3575615,0.60398716,-0.52153116,0.5673895,0.0038463573,-0.23777482,0.32560012,-0.053454135,-0.15696742,0.29141122,-0.24735753,0.45738345,0.10597298,-0.005599062,-0.80797714,-0.20189112,-0.28673384,-0.012656149,-0.26446235,-0.30062062,0.6103144,-0.114874184,0.33209783,0.16468225,0.041425433,-0.048763897,-0.36140072,-0.23003322,0.04185867,-0.0013979198,0.44765422,0.22399479,0.1976381,-0.21862693,-0.036778472,-0.14759824,0.601364,0.21149667,0.11686976,0.14719696,-0.33385628,-0.29764202,0.07372023,-0.16895366,-0.2235565,-0.04241665
LAURA CELLA,0.33480996,0.6538038,0.049847003,-1.0027273,0.027170248,0.402163,0.24116065,-0.10622579,0.19186153,0.61236906,-0.4456575,-0.4365798,-0.10324021,-0.27521974,0.14415498,0.59363854,-0.56136155,0.26086503,-0.5406374,0.20811522,0.350329,0.21384844,-0.2835007,-0.64936084,-1.1130314,0.030700369,-0.40074632,0.045771684,0.14398502,-0.359778,0.016383499,0.34643996,0.45436248,0.057552755,0.3638518,0.22459926,-0.68767315,-0.5695563,-0.46625897,0.17706117,0.06053939,-0.105915874,0.26863793,0.10406956,0.20503975,0.060012765,-0.028984541,-0.21761502,0.08344421,0.29211208,0.223772,-0.8611689,-0.38869688,0.5473606,-0.4169758,-0.46673363,0.22615227,0.31861866,-0.12734851,0.07721455,-0.15681475,-0.2646062,0.36136493,0.07560125,0.55612874,0.009813342,0.21834445,-0.1711309,-0.0420361,0.0312931,-0.3915189,-0.14567058,-0.10526364,-0.52689475,0.22610487,0.6045219,0.03980158,0.2857943,-0.3363053,-0.23629232,-0.25430462,0.10475389,0.41184032,-0.21235734,0.05143537,0.305607,-0.26980373,-0.35966158,-0.23360385,0.23641658,-0.27470216,0.19547196,-0.22867325,-0.14120881,0.27477214,-0.7644836,-0.055362076,-0.4345339,-0.5372436,-0.028962018,-0.16008219,0.563283,0.059404984,0.17696324,0.36371845,0.21054192,-0.30675626,0.021581685,-0.35390726,-0.26518637,0.49357006,-0.15496922,0.5095926,-0.022337716,0.6753843,-0.07696957,-0.43179798,0.3268444,0.26077828,-0.14170827,0.3783532,0.041670397,-0.52450836,0.09794965,-0.17635156,0.39185014,0.14462467,-0.19024278
LAURA HINKLE,0.84795463,0.4161556,-0.70811385,-0.63197553,0.05751073,-0.21191078,-0.25857288,-0.90447253,0.6221238,-0.7851976,-0.6848654,0.38306218,0.05438429,0.29455787,0.3924514,0.65094274,-0.9233682,0.23753001,-0.89725554,0.31305876,0.59527004,-0.15051259,-0.0013937944,-0.085564375,-0.119351946,-0.14955623,-0.29979467,0.8787825,0.47095132,-0.18196982,0.35009074,-0.2760863,0.08473499,0.2715295,0.21231616,-0.26194385,-0.27327538,-0.15589371,0.52965957,0.66379017,-0.61689,0.48536313,-0.00058274425,0.7379502,0.5236709,-0.117790624,-0.38562626,0.14573923,0.54177505,-0.45038858,-0.37950152,-0.49546957,0.49374673,0.4772389,-0.09332442,-0.30357254,0.43725038,0.010135428,-0.5768199,0.7219431,-0.24322253,-0.3240866,-0.52154034,0.1341267,0.490126,0.6035157,-0.045609154,-0.2440124,-0.70793426,0.20723937,-0.009146872,-0.17909655,-0.22100696,-0.36991897,0.3299367,0.114168264,0.21113454,-0.10673478,-0.0154112335,0.21515357,-0.74985117,0.6212053,0.58845544,-0.021474874,-0.29549366,0.88339126,0.36760864,0.019351192,-0.43119913,0.69911474,-0.6173401,-0.33240816,0.018215222,0.6117705,0.24096906,-0.0723709,-0.43695027,0.045199785,-0.55384743,0.008281907,0.25515062,0.031127285,0.11287993,0.670465,0.46889442,-0.16191751,-0.7073742,0.24889572,0.09077444,0.19410443,-0.24256778,-0.73978496,0.2901252,0.022172399,-0.27964127,-0.08633471,0.3980881,-0.3053834,0.351442,-0.29631326,0.22809702,0.17479192,-0.34220916,0.59624135,-0.06356768,0.2865559,-0.1662507,0.21597017
LAURA MENCHETTI,0.7416048,0.6379702,-0.3032753,-0.06894491,0.50618804,0.058296755,-0.27675575,-0.8121681,0.4571521,-0.50559026,-0.21379769,-0.12622045,-0.49497488,0.1568962,-0.059712682,0.55796355,-0.4460381,-0.1965766,-0.27766064,0.33558232,0.5865689,0.12301956,-0.26900905,-0.30625,-0.4786125,0.26327944,0.0005977121,0.13213116,0.60291284,-0.12268816,0.12509567,-0.19873771,0.11259577,0.36193117,0.24852253,0.077370726,-0.05232166,-0.070894256,-0.475205,-0.011564689,0.22602408,0.57812387,0.34362277,0.7553544,0.21045539,0.25969782,-0.13763063,-0.19005014,-0.44480735,-0.732371,0.029225681,-0.09825931,0.05107184,0.38106188,-0.4037199,-0.12594543,0.38104483,-0.0712181,-0.03353001,0.5859198,0.011865407,-0.01018316,0.26508945,0.028800484,-0.13108698,0.52677655,0.47843796,-0.15411584,-0.3082823,0.045814484,-0.17006853,0.33240652,0.11667503,0.27736628,0.6697484,-0.18264541,-0.14881146,-0.09163387,-0.16162711,-0.2036158,-0.64266664,0.24934694,0.14390068,0.5216518,-0.7051289,0.44214702,-0.04405594,-0.9431839,-0.51925015,-0.04978387,0.052664287,-0.18597423,-0.0968102,0.024987359,0.7640148,0.3707448,-0.14394653,0.3069047,-0.38433138,-0.19383952,-0.34062603,-0.17752087,-0.19022313,0.2502316,0.44856846,0.6280995,0.3197397,0.1329318,-0.495776,-0.42029586,-0.27942634,-0.44263628,0.21604684,-0.12769726,0.3392889,0.1356795,0.24474683,-0.18044361,0.712334,0.13488822,0.41088048,-0.004604498,-0.3009488,0.019904716,-0.2485177,0.055300184,-0.26708815,-0.11766252
LAURENT RISSER,0.6522177,0.31168696,-0.039019134,-0.6692435,0.4168642,0.23389362,0.41860548,0.2738642,-0.17218581,-0.14375927,-0.22454037,0.10438174,0.02503488,-0.8842495,-0.3192971,1.1999289,-0.71331316,0.17699203,-0.25310212,0.25512242,0.6930883,0.74765176,-0.13080762,-0.3371196,0.017264375,0.31518614,-0.23351035,0.8489104,-0.0066002156,0.5041046,-0.5066127,-0.47422755,-0.12586609,-0.00518947,0.3480432,-0.74237674,-0.02804162,-0.45672658,-0.44715768,-0.3603743,0.0033827345,0.18748298,0.061595723,0.37370116,0.07763174,-0.34180394,0.06184463,-0.6793767,0.65637624,-0.4564951,-0.008901872,-0.14526846,-0.08853292,0.6470077,-0.45395786,0.04198017,0.45125347,-0.30683634,-0.60383725,0.64289343,-0.17738704,-0.059554897,-0.3390019,0.8688488,0.18117401,0.471314,0.8173169,-0.49244156,-0.4054306,-0.2201219,-0.48835543,-0.019954914,-0.04312321,-0.036181163,0.12425626,0.11596491,-0.03697956,-0.43979418,0.5108348,0.49942705,-0.425483,0.062228948,0.077668786,0.64617676,-0.4262094,0.32313496,-0.21728447,-0.5185759,-0.45657948,-0.24667844,0.22192237,-0.19912225,-0.69706386,-0.07339106,-0.15355985,-0.13482665,-0.26853114,-0.012889165,-0.50743705,0.02885883,-0.31604582,0.0910596,-0.08888062,0.5017069,-0.049730647,0.13209923,-0.68614703,-0.35030904,-0.65855736,0.3144037,0.06973977,-0.8066179,-0.15730135,-0.0089554535,0.35215986,-0.26196226,0.016964393,-0.33004534,-0.0625071,0.58945847,0.09941896,-0.27715832,0.2502245,0.20274793,-0.040460233,-0.3164504,-0.3516234,0.020471625
LAZARO A PADILHA,0.8118885,0.10295554,-0.27245644,0.08246922,-0.10505895,0.17403693,0.17853092,-0.29275084,0.095138475,0.005459011,-0.04250791,0.11782774,-0.6149803,0.020535171,0.19223979,1.3471733,-0.8046225,-0.6693984,-0.67410064,0.40240762,0.85832083,0.25709766,0.14521274,-0.374693,-0.7648522,-0.85499537,-0.84487677,0.50739247,0.35328427,-0.06696218,-0.337005,-0.11775991,0.14802803,0.08743337,0.47228885,0.057953678,-0.50474584,-0.2634304,-0.4813609,0.10374179,0.06874357,0.234808,0.14389713,0.0019869385,0.07898347,0.1557976,-0.011409722,0.71815425,0.48007604,0.15717661,-0.13579443,-0.56105906,-0.22226699,0.5004373,-0.4734989,-0.38036966,0.23577517,-0.006227891,-0.62469685,-0.22602358,-0.36289677,-0.06613658,-0.5777776,-0.38819465,0.75241596,-0.30115867,-0.13167337,-0.74676824,-0.15547967,-0.23379299,-0.62055403,0.030164894,-0.47472364,-0.14636782,0.054123864,-0.18771689,0.008144256,-0.2424732,-0.26196223,-0.27786362,-0.6916081,-0.015286273,0.2668751,0.099736005,0.050765198,0.29597092,0.08919641,0.22283743,0.37679866,-0.4051013,-0.21524164,-0.22378969,-0.058960423,0.07208308,0.630117,0.42408547,-0.008447635,-0.17491612,-0.17657131,0.23750754,0.043485742,0.42679948,-0.10168088,0.21834028,0.46444187,0.4462461,-0.63536686,0.28530654,-0.100889765,0.3895172,-0.0738305,-0.38960835,0.13770464,0.21420851,0.55665284,0.15841703,0.3510973,0.091717795,0.298286,0.3856665,0.25667077,0.53419656,0.14072913,0.08136806,-0.2736425,0.3691531,-0.041137986,-0.26338163
LE YANG,-0.11354924,-0.24830925,0.0014646348,0.122275546,0.81800276,0.36869034,0.17031467,-0.50065464,0.09950239,0.004638194,0.21198611,0.23163623,-0.4226817,-0.056510445,0.25182617,0.31977126,-0.4734664,0.305284,0.019316617,0.32228303,0.28479335,0.20342423,-0.42597848,0.27280056,-0.624792,0.2476811,-0.64910614,1.1063495,0.59668607,0.5346628,0.1867294,0.038787995,0.02552478,-0.40020934,0.9047879,-0.34980282,-0.25282574,-0.3410409,-0.024252802,-0.12941135,-0.68970597,0.22291139,0.3442145,0.38691074,0.064009376,-0.22897182,0.27052817,0.4122063,0.29831433,0.45920005,0.6795793,-0.15697807,-0.06031542,-0.19113387,-0.30028614,-0.3171455,0.324501,-0.2988978,-0.8474711,0.35663158,-0.0041934256,0.08567788,0.42355263,-0.009538611,0.5449088,-0.21957593,0.31999907,0.23999184,-0.15953529,-0.5361707,-0.038883287,0.3015929,-0.41394565,-0.36914107,0.5138584,0.13747509,-0.5533426,-0.116591446,-0.03911653,0.04793974,-0.9345339,-0.032522123,0.20551942,-0.09152601,-0.11114238,0.87582827,0.04386423,-0.7485023,-0.10971189,0.081949376,-0.119946696,0.27470323,-0.27137643,-0.123423405,0.53115386,-0.14101167,-0.1909935,-0.2314551,0.17112839,0.44640788,-0.33071333,0.39548773,-0.34483752,-0.02734352,0.33842447,0.0667594,-0.5862616,0.01938272,-0.21590535,-0.5702282,-0.057536937,-0.57099783,0.82233876,0.23765957,0.97576946,-0.08318806,-0.1887242,-0.32907382,0.11611989,0.047911048,0.31984583,-0.03128321,-0.4862671,0.17794345,-0.19621646,0.41085303,-0.4268884,-0.35221308
LECH LONGA,0.24335459,0.45154372,0.4554611,-0.6671682,0.6834129,-0.03444779,0.1188421,-0.5235944,0.58877057,-0.09947867,-0.09462391,-0.06604211,-0.20695588,-0.5543711,-0.057545368,0.60168046,-0.59530544,-0.13777353,-0.10702045,-0.36820868,0.84660846,0.36592478,-0.73303187,-0.44425398,-0.43580303,-0.34183362,-0.823299,0.6791186,-0.2975256,0.5692052,0.43365288,-0.092720054,0.24020188,-0.09058207,0.5437689,-0.11376092,0.6499011,0.24276815,-0.25574425,0.19075277,0.17229971,0.34561545,0.5564581,0.05154327,0.054634634,0.16730873,-0.088977225,0.43118602,0.07096386,-0.062931366,0.37898773,0.12328746,-0.13574229,0.73142534,-0.26681608,-0.23706202,0.84565336,-0.37523812,0.30187094,-0.058572724,0.7382213,0.46857134,-0.04585255,-0.06904532,0.6765294,0.45669326,0.29070374,-0.25388741,-0.47640935,-0.47200823,-0.76173425,-0.052808188,-0.55895716,-0.41207567,0.02075007,-0.0024376179,-0.17363983,0.25177315,-0.049118675,0.02034558,-0.18192126,0.5470378,0.7277512,0.61730903,-0.10024229,0.9598072,0.12149702,-0.33923304,-0.02596645,-0.52342755,-0.37619528,0.39572516,0.23267935,-0.37800097,0.27502692,0.037625134,-0.56585395,0.33335412,-0.21098883,0.51378435,-0.10976517,0.6721856,-0.51939976,0.7692934,0.2632754,-0.056486655,-0.5259684,0.49564806,-0.37816986,-0.026972707,-0.4532187,-0.16900365,0.51049465,0.0021707842,0.13118237,-0.37487403,-0.42365855,0.26328263,1.0705099,0.4387838,0.7489594,-0.2003843,-0.22291707,0.38860527,-0.5286997,-0.15164985,0.26309773,0.08250199
LEI ZHANG,0.6238275,0.8210931,0.8338241,-0.6958729,0.4378293,0.04833758,0.7647835,-0.5109639,0.162216,-0.24994136,-0.2907638,-0.32139766,-0.3130468,-0.64468414,-0.35410154,0.091494314,-0.36501062,0.23832378,0.11596917,0.39843938,0.75724584,0.4570775,-0.1976772,-0.23957464,0.13435186,-0.075476736,-0.89383936,0.5884948,0.33457282,0.22624265,-0.4044682,-0.0072228163,-0.6524075,0.07452717,-0.17903908,-0.652556,0.07403204,-0.65532184,0.40607765,0.16064644,0.69440114,0.20296432,-0.23869388,-0.12781104,0.7701548,-0.34256715,0.08150254,0.2339448,0.36464208,-0.43335113,0.22943488,0.09248923,-0.3491868,0.4169365,0.147741,-0.55508286,-0.11509965,-0.8888102,0.038801037,0.38623294,-0.22685818,-0.31790727,-0.14147058,-0.006238838,0.4842247,-0.33830935,-0.17354678,-0.90690494,-0.89833176,0.37821603,-0.5583517,0.32278988,0.0553024,-0.020596707,-0.03794445,-0.37650567,0.168762,0.1616306,-0.18166414,0.048602134,-0.33748484,0.8808725,-0.09441385,-0.11287744,0.07750099,0.7133262,0.55003816,-0.6881152,-0.024405217,0.15625344,-0.6015862,-0.97670406,-0.52663475,0.04959316,-0.2676575,-0.5321596,-0.17756775,0.03589014,-0.44676727,0.07950332,-0.24982528,0.6652439,0.16214067,0.32963222,-0.017221889,0.038183678,-0.5634859,-0.05119621,-0.63977784,0.039148863,-0.26597372,-0.41812098,-0.26147807,0.26840365,-0.009266854,0.2496591,-0.54785216,-0.28258032,0.15656437,0.13465194,0.34568632,-0.19717623,-0.5648132,0.642845,-0.511225,-0.3233393,0.0967594,0.16264738
LEON INGELSE,1.1107397,0.75414056,0.19244246,0.22707209,0.55780905,0.35289454,-0.020333594,-0.49492761,0.104602404,-0.16877142,-0.0012794598,-0.0008387034,-0.649857,0.27686295,0.27271044,0.6415179,-0.87236995,-0.13904805,-0.22082959,0.4960787,0.47199267,0.41641566,-0.3649102,-0.6997018,-0.12940922,-0.0768793,-0.3077449,0.19885197,0.2852296,3.4346876e-06,0.009698192,0.18016766,-0.19400193,0.4271833,0.580948,0.282644,-0.17278063,0.4408347,0.058235258,0.7315325,0.509479,-0.097194,0.25090632,0.15722981,0.78837854,0.0320096,0.046581436,-0.40781024,0.4737477,-0.08523478,-0.2773309,-0.8014499,0.32252967,0.07008091,-0.16312471,-0.36610928,0.48140132,-0.6829785,-0.102981605,0.58900225,-0.24584149,0.25026026,-0.15398802,0.2849905,-0.07563698,-0.47158393,0.4607336,-0.29043615,0.09000897,0.17359537,-0.14259581,-0.38049567,-0.06962235,-0.3231585,0.30578133,0.01720907,0.3464919,0.38335645,0.18131393,0.2617593,-0.085112154,0.34900448,0.047337025,0.5168055,-0.69698906,0.6751874,0.76279646,-0.37296444,0.044053078,0.09809546,-0.5621875,0.28474534,-0.21123688,0.3873701,0.004840021,0.06921687,-0.13069452,-0.64806676,-0.62631327,-0.0494204,-0.289611,-0.17965092,0.058525372,-0.011047046,0.22464234,0.20814346,-0.46223474,0.37659475,-0.19662987,0.29916966,-0.5931384,-0.10421125,0.3990554,-0.09563191,-0.008667623,0.90364164,0.40353167,-0.42745566,-0.17687191,0.37660548,-0.021741347,-0.27710938,-0.10644358,-0.20050839,-0.030962838,0.81220424,-0.5069453,-0.7852594
